Feature1,Feature2,Target
1.7494273315194362,-1.7187942860349628,0
0.5311406443617673,1.055224116234524,1
2.113176164864694,-1.5423312930915376,0
-1.237600353078946,0.662466872774911,1
-1.1640859935125287,0.8440681930170706,1
-0.5018028958043238,1.4157682999068133,1
1.601075330399877,0.8522473075204527,1
0.158140320246539,0.7315301438930857,1
1.1060607757194207,1.2512322953710155,1
0.7984267809196797,0.8525199777657598,1
-0.8322963556875441,-0.7137493396900602,0
-1.7948099569782012,-2.0978585480416627,0
1.2238768375176063,0.8545154030105799,1
0.5275466986580061,-0.6640497665079261,0
-1.8242134740391225,-2.646789272722628,0
0.9309398603497174,-1.086224368028231,0
-0.262557176299101,-0.7988129255558751,0
0.4585984518475714,-1.1353835487647754,0
1.158124218953309,1.051783844258356,1
-1.5017157820081315,0.8509647865689182,1
-2.0723515193118693,1.097751488122692,1
-2.5106998547282284,0.8286709365546086,1
-0.18101116376577964,-1.1510880409532027,0
-1.1157218943217182,-1.385231677126926,0
-1.0463287876515561,-0.7799007378496303,0
-1.2217434226806718,0.7038922530462232,1
0.6609629744782493,0.9197569126721825,1
-0.2040614084995871,0.7022464447414791,0
-0.6672079921987952,-0.4326557785796603,0
-0.35854501656089854,-0.5422582331357844,0
